a₀,r,σ,wᵈ,ρ,cor
0.85,0.0,0.4,0.8,0.8,0.8000281228761691
0.875,0.0,0.1,0.2,-0.4,-0.33644840915552365
0.875,0.0,0.1,0.2,-0.2,-0.1312910816966771
0.875,0.0,0.1,0.2,0.0,0.06427590748513166
0.875,0.0,0.1,0.2,0.2,0.25347144943203714
0.875,0.0,0.1,0.2,0.4,0.43994786275754283
0.875,0.0,0.1,0.2,0.6,0.6249848172428548
0.875,0.0,0.1,0.2,0.8,0.8088522854504144
0.875,0.0,0.1,0.8,-0.4,-0.39999999999999997
0.875,0.0,0.1,0.8,-0.2,-0.2
0.875,0.0,0.1,0.8,0.0,2.017210635907624e-43
0.875,0.0,0.1,0.8,0.2,0.20000000000000004
0.875,0.0,0.1,0.8,0.4,0.4
0.875,0.0,0.1,0.8,0.6,0.5999999999999999
0.875,0.0,0.1,0.8,0.8,0.8
0.875,0.0,0.4,0.2,-0.4,-0.29347175155708377
0.875,0.0,0.4,0.2,-0.2,-0.09517937540336308
0.875,0.0,0.4,0.2,0.0,0.09948694141488203
0.875,0.0,0.4,0.2,0.2,0.2805317331203587
0.875,0.0,0.4,0.2,0.4,0.4622565028377321
0.875,0.0,0.4,0.2,0.6,0.636883605200712
0.875,0.0,0.4,0.2,0.8,0.8151120693419354
0.875,0.0,0.4,0.8,-0.4,-0.3999327228864194
0.875,0.0,0.4,0.8,-0.2,-0.19992322873819388
0.875,0.0,0.4,0.8,0.0,7.748765900162562e-5
0.875,0.0,0.4,0.8,0.2,0.20007839786712028
0.875,0.0,0.4,0.8,0.4,0.4000617627386363
0.875,0.0,0.4,0.8,0.6,0.6000444911645125
0.875,0.0,0.4,0.8,0.8,0.8000212264046093
0.9,0.0,0.1,0.2,-0.4,-0.36081351283896085
0.9,0.0,0.1,0.2,-0.2,-0.15711405955617005
0.9,0.0,0.1,0.2,0.0,0.04204281032782261
0.9,0.0,0.1,0.2,0.2,0.23523157618657875
0.9,0.0,0.1,0.2,0.4,0.42827070177714255
0.9,0.0,0.1,0.2,0.6,0.6162542807684198
0.9,0.0,0.1,0.2,0.8,0.8064603254569385
0.9,0.0,0.1,0.8,-0.4,-0.4
0.9,0.0,0.1,0.8,-0.2,-0.19999999999999998
0.9,0.0,0.1,0.8,0.0,1.860748908960158e-33
0.9,0.0,0.1,0.8,0.2,0.2
0.9,0.0,0.1,0.8,0.4,0.4
0.9,0.0,0.1,0.8,0.6,0.6
0.9,0.0,0.1,0.8,0.8,0.8
0.9,0.0,0.4,0.2,-0.4,-0.29852473813917235
0.9,0.0,0.4,0.2,-0.2,-0.09870506645181323
0.9,0.0,0.4,0.2,0.0,0.0936496155331877
0.9,0.0,0.4,0.2,0.2,0.27894574027190217
0.9,0.0,0.4,0.2,0.4,0.4580132383680765
0.9,0.0,0.4,0.2,0.6,0.6335483218795922
0.9,0.0,0.4,0.2,0.8,0.8140249822909555
0.9,0.0,0.4,0.8,-0.4,-0.3999477664559247
0.9,0.0,0.4,0.8,-0.2,-0.1999488720072114
0.9,0.0,0.4,0.8,0.0,5.798950398072006e-5
0.9,0.0,0.4,0.8,0.2,0.20006148968076443
0.9,0.0,0.4,0.8,0.4,0.4000508967717572
0.9,0.0,0.4,0.8,0.6,0.6000363300020828
0.9,0.0,0.4,0.8,0.8,0.8000155468253415
